baseline,status,taz_id,node_id,density,density_rank,rank_bucket,major_level,outside_len_ft,line_node_dist_ft
earliest,removed,425,992624,0.011866236253057882,1,1,3.0,6779.655402930271,6782.811633094815
earliest,removed,425,994027,0.0039699631045248315,3,3-4,4.0,115.154325469419,1441.9702471375265
earliest,removed,425,36615,0.003918308086499759,4,3-4,4.0,3.1298299362660975,66.19562514916034
earliest,removed,425,639282,0.0037648727137850973,5,5-6,4.0,0.0,164.68219285295365
earliest,removed,489,1673782,0.011577198683529341,3,3-4,3.0,0.0,286.2924508771024
earliest,removed,489,1003067,0.012759364114150894,2,2,4.0,3.2309794456867165,68.65289036306255
earliest,removed,489,82127,0.010691989344468496,4,3-4,3.0,4.553720027947467,6.484030084209678
earliest,removed,489,82087,0.008422688245198153,6,5-6,4.0,15.151627084973283,56.79222207480573
earliest,removed,490,1698133,0.017175017096064102,1,1,3.0,0.0,16.157615073407054
earliest,removed,490,83300,0.013439736349545553,3,3-4,3.0,0.0,25.620887530603152
earliest,removed,490,1033533,0.009042911278960942,5,5-6,4.0,8.335610409649558,21.191038530259142
earliest,removed,490,1031151,0.008762125179871483,6,5-6,3.0,165.85451570325543,515.4932492316028
earliest,removed,499,61394,0.017776700829666498,1,1,4.0,0.0,59.774246138375695
earliest,removed,499,1691086,0.015434488402822022,2,2,4.0,0.0,15.165771110935502
earliest,removed,499,1377134,0.01007380041158695,5,5-6,3.0,20.295168102500035,25.977575445734992
earliest,removed,499,1131038,0.009836943972735039,6,5-6,4.0,0.0,1101.5400437420567
earliest,removed,500,984102,0.013366952535525998,3,3-4,4.0,257.68906575395954,675.5369268229118
earliest,removed,500,1005265,0.018279523111353085,1,1,3.0,28.015021940383164,27.65399672831129
earliest,removed,500,1377170,0.012371670319704453,4,3-4,4.0,16.311580232327337,18.694063168294363
earliest,removed,500,59797,0.008473287257382207,8,7-10,3.0,30.046309580079992,437.0694690551094
earliest,removed,501,1147311,0.009596015808146108,1,1,3.0,5251.903683152449,3.953571990132332
earliest,removed,501,983959,0.006866169231923847,2,2,4.0,0.0,41.727928010746844
earliest,removed,501,440343,0.005773450690395793,5,5-6,4.0,27.865075485535442,107.03920387164496
earliest,removed,501,59296,0.004525824754860556,9,7-10,4.0,5.836562574549652,36.9169145930675
earliest,removed,502,1004172,0.019402197976448165,1,1,3.0,0.0,10.955732845195644
earliest,removed,502,985186,0.011855813579698622,4,3-4,3.0,0.0,45.55232675127226
earliest,retained,502,59539,0.009251097602379778,5,5-6,4.0,0.0,10.278386600707368
earliest,removed,502,59445,0.005981748159962188,7,7-10,4.0,1911.412060632684,1803.9824875671006
earliest,removed,517,1056589,0.013675129798567017,1,1,4.0,0.0,43.262761402700235
earliest,retained,517,1377968,0.007442183409501154,3,3-4,4.0,0.0,58.305067287932125
earliest,removed,517,54805,0.005617516798440414,4,3-4,4.0,181.39916403320103,265.6464725124394
earliest,removed,517,876895,0.0051168514555214135,6,5-6,4.0,0.0,1464.9432700754403
earliest,removed,518,1149656,0.010415581812865247,1,1,4.0,19.64484034816541,76.38607689232664
earliest,removed,518,984845,0.00945444993950076,2,2,4.0,21.93973352973803,27.31602881848812
earliest,retained,518,54837,0.008566148327536908,3,3-4,4.0,35.34975282645234,1134.3993688874043
earliest,removed,518,54851,0.007832354021762345,4,3-4,4.0,0.0,33.536707857684455
earliest,removed,522,557749,0.012149328422139024,1,1,4.0,0.0,2734.662255328567
earliest,removed,522,1320307,0.011963763949061259,2,2,4.0,4.563885714650023,6.047253848967216
earliest,retained,522,60153,0.0119125889988945,3,3-4,3.0,0.0,34.42796096152045
earliest,removed,522,1002177,0.009344930588186678,6,5-6,4.0,0.0,44.57903523111449
earliest,removed,523,60069,0.02006298493165574,1,1,4.0,0.0,20.03394309876033
earliest,removed,523,1159470,0.01899945613991136,3,3-4,3.0,0.0,6.657666828984844
earliest,removed,523,1009028,0.01273040820085547,6,5-6,4.0,1631.5573335620006,1734.6429442829774
earliest,removed,523,1576713,0.011642426739786854,7,7-10,4.0,21.166744142102193,52.27044628839216
earliest,removed,526,1006271,0.00898853688636986,1,1,4.0,0.0,139.54117727488514
earliest,removed,526,60753,0.008134663504673033,2,2,4.0,0.0,15.751665527001023
earliest,removed,526,422970,0.007654883211108496,4,3-4,4.0,6.992867777846669,689.0680243790796
earliest,removed,526,1008894,0.005404116260662234,8,7-10,4.0,1.8855881042436122,16.75298555204737
earliest,removed,527,422970,0.022725727869551803,1,1,4.0,0.0,10.080671910661904
earliest,removed,527,782248,0.01944241310338332,3,3-4,4.0,4.586891415044343,137.9846991054123
earliest,removed,527,556383,0.01797535321783286,4,3-4,4.0,0.0,51.6603288341783
earliest,removed,527,73518,0.00897966426141106,8,7-10,4.0,3116.1013129485873,3291.880222657635
earliest,retained,528,729642,0.02464886942903568,1,1,4.0,1.0979297161325245,82.07097860882908
earliest,removed,528,1009167,0.017376385076974647,3,3-4,4.0,0.0,33.88193001713504
earliest,removed,528,60759,0.016495399909356178,4,3-4,4.0,0.0,475.50936036551207
earliest,removed,528,60763,0.015594926329156834,5,5-6,4.0,1113.721483633859,1114.885030728251
earliest,removed,529,1007635,0.017408713180553207,1,1,4.0,0.0,53.72314391298395
earliest,removed,529,1005481,0.01536771823183063,3,3-4,4.0,0.5964018826772797,66.8721008580178
earliest,removed,529,73753,0.010310661497427577,4,3-4,4.0,4.115962880800905,1034.8337455499482
earliest,removed,529,755361,0.008541657519305842,8,7-10,4.0,2962.949280817498,2784.6794139784474
earliest,removed,533,1129243,0.01791374686230914,1,1,4.0,0.0,13.561296050771041
earliest,removed,533,812198,0.016822362724127883,2,2,4.0,2.63957516371693,5.746042017365183
earliest,removed,533,780170,0.014703448880022266,3,3-4,3.0,17.65692989585722,41.577226330395746
earliest,removed,533,985088,0.008836247285738296,8,7-10,4.0,0.0,1193.0827574524624
earliest,removed,534,996793,0.021680961624359337,1,1,4.0,0.0,13.954595408110965
earliest,removed,534,62297,0.012810937352521638,3,3-4,4.0,0.0,208.59380878143494
earliest,removed,534,1457218,0.011890766239454844,4,3-4,4.0,0.0,28.356169585086672
earliest,removed,534,1158214,0.009617745727574692,6,5-6,4.0,0.0,15.04693288718671
earliest,removed,535,62416,0.01041404120140977,5,5-6,4.0,0.0,24.65668324374386
earliest,removed,535,60597,0.018306598678811677,1,1,4.0,2904.757511917136,2786.3197627065515
earliest,removed,535,780172,0.011157814153218412,2,2,3.0,3023.5717002214615,3159.985198538013
earliest,removed,535,1003358,0.009261311815050287,7,7-10,4.0,0.0,18.991444217185194
earliest,removed,548,1005642,0.008470696833691393,2,2,3.0,22.41111100759573,27.719662239396463
earliest,removed,548,60555,0.008461181818750734,3,3-4,4.0,0.0,44.78044423197681
earliest,removed,548,1003601,0.00654771973966845,5,5-6,3.0,400.1208770374386,152.72238728887345
earliest,removed,548,60712,0.006004657604556492,7,7-10,4.0,18.937133911752944,84.39978485368192
earliest,removed,549,1148045,0.014330013306649318,3,3-4,4.0,0.0,12.107716467752189
earliest,removed,549,983697,0.014379449632618854,2,2,4.0,0.0,107.37538063769964
earliest,removed,549,1222950,0.01238909657664485,5,5-6,3.0,23.643781469489163,25.525783656633163
earliest,removed,549,1009017,0.00953886978513641,6,5-6,3.0,546.9618515513496,841.8352800850812
earliest,removed,552,1003906,0.008126230581341962,2,2,4.0,10.433410322912051,22.151049628073594
earliest,removed,552,1004619,0.005286141070224151,3,3-4,4.0,2769.636612185272,2916.9931051314315
earliest,removed,552,818867,0.004433734172270794,4,3-4,4.0,16.800255836255637,4320.515659628707
earliest,removed,552,1154087,0.0037466161359912837,7,7-10,3.0,2168.6900171142556,2183.062373794039
earliest,removed,553,59059,0.018339255682553676,1,1,4.0,5108.040261639375,5193.130273909147
earliest,removed,553,1004569,0.00809207313316939,3,3-4,4.0,0.0,3589.6417073215134
earliest,removed,553,1002193,0.005410530770898314,4,3-4,4.0,209.2617349844409,143.4940188806504
earliest,removed,553,634236,0.004744993814254107,8,7-10,4.0,4.488360868130876,65.1878440660958
earliest,removed,566,810232,0.00727504974698899,1,1,4.0,6.9060090139098,7.074743570869688
earliest,removed,566,48850,0.007047051199461567,3,3-4,4.0,5900.529807778718,5986.893847817701
earliest,removed,566,1003963,0.006497633812435155,4,3-4,3.0,0.0,4.27980762720108
earliest,removed,566,49300,0.005787131323920877,6,5-6,3.0,14.765956767898125,56.90196441724075
earliest,removed,567,48882,0.005997318080881698,1,1,4.0,0.0,108.87000932629435
earliest,removed,567,1003968,0.00461452542444043,3,3-4,3.0,2609.8524181358453,2611.366350311271
earliest,removed,567,1577621,0.004185598558699789,4,3-4,4.0,3129.3146384415963,2870.454665078417
earliest,retained,567,48827,0.0031317646807802126,7,7-10,4.0,8.007423739806253,83.51170397953541
earliest,removed,574,810695,0.005455791374923343,6,5-6,4.0,445.90286996065026,3372.667100002323
earliest,removed,574,810281,0.009037708940461308,1,1,3.0,168.69820293516713,183.12995183178307
earliest,removed,574,1377505,0.008511450199361264,2,2,4.0,0.0811846529699783,3.8718149129005903
earliest,removed,574,581913,0.005322683909386539,7,7-10,4.0,0.0,611.7210963796823
earliest,removed,575,423196,0.010283931502328942,1,1,4.0,340.23694607807323,722.6316432474321
earliest,removed,575,49082,0.0051437473012609265,3,3-4,4.0,1566.493726874055,1689.0139091190465
earliest,removed,575,49017,0.004541132045670679,5,5-6,4.0,1681.4126092964646,3177.7627780399794
earliest,removed,575,1004252,0.0024420558002212845,7,7-10,4.0,1139.511342264484,3505.629864250752
earliest,removed,597,1007246,0.009196050237487405,1,1,4.0,0.0,715.9255440018535
earliest,removed,597,1007072,0.007511993128460116,2,2,4.0,0.0,28.51449443613623
earliest,removed,597,482811,0.007229322843030035,3,3-4,4.0,175.2920281867624,743.7226329237309
earliest,removed,597,82615,0.003928574624885628,7,7-10,4.0,7.971850227607826,430.0965842718068
earliest,removed,598,52093,0.016984400330709665,1,1,4.0,2.6173626852944314,43.93930636214445
earliest,removed,598,1007272,0.01296737373334401,2,2,4.0,3449.8398448458565,3658.3340124543306
earliest,removed,598,984054,0.009108817764965691,4,3-4,4.0,0.0,86.35740136757562
earliest,removed,598,539504,0.007509647305326931,8,7-10,4.0,14.602600898257691,23.768271510122645
earliest,retained,599,82613,0.008733364874369244,1,1,4.0,0.0,1351.3508132815386
earliest,retained,599,669195,0.007196525298976728,2,2,4.0,7.682813313079836,158.91297877214137
earliest,removed,599,984094,0.006924892930677121,4,3-4,4.0,0.0,54.10866236631105
earliest,removed,599,644361,0.006701614129897769,6,5-6,4.0,0.0,31.032847521279102
earliest,removed,600,1009344,0.012152616731656475,1,1,4.0,23.489157553160883,37.52217612721305
earliest,retained,600,81955,0.011598232736068106,2,2,4.0,13.804522404618396,43.79583167063228
earliest,removed,600,1029424,0.009323596010543203,5,5-6,4.0,88.29397692849032,71.25843693779474
earliest,removed,600,984087,0.006364962363927023,9,7-10,4.0,4567.924370512912,4975.655045318997
earliest,removed,601,1006850,0.00660901414603025,2,2,4.0,6118.125679969795,5419.49580661601
earliest,removed,601,1124316,0.0065917211449995775,3,3-4,4.0,0.0,5.906621990987573
earliest,removed,601,984088,0.006545080384254556,4,3-4,4.0,953.6952107668819,968.79414386552
earliest,removed,601,834010,0.005095438889338013,7,7-10,4.0,4701.279767810375,4532.616764631965
earliest,removed,602,984066,0.014772932660453639,1,1,4.0,0.0,35.13595947800773
earliest,retained,602,644351,0.013653648726968526,2,2,4.0,0.0,559.2743855733424
earliest,removed,602,1007357,0.008272960674396616,5,5-6,4.0,3337.921237967789,2462.0733098194637
earliest,removed,602,984087,0.005765925295469382,7,7-10,4.0,1.7170342335944055,1812.655813666424
earliest,removed,603,1406579,0.012147863805319611,1,1,4.0,1342.9062242166146,1329.8482424477625
earliest,retained,603,81900,0.00836863460237624,2,2,4.0,0.0,15.966669696955849
earliest,removed,603,1005726,0.007416310724246413,4,3-4,4.0,10.021028766116942,65.96391988868275
earliest,retained,603,875115,0.005475865378885359,8,7-10,4.0,11.878359567496114,66.75012041893797
earliest,removed,604,1099623,0.012781047999590275,2,2,4.0,0.0,80.22144835363221
earliest,retained,604,1005123,0.009632744663330023,3,3-4,4.0,0.0,90.96022209447035
earliest,removed,604,1006562,0.008967632554365999,4,3-4,4.0,6.773516252317142,36.46941027219205
earliest,removed,604,777298,0.006155985374670227,8,7-10,4.0,4011.069703387955,3968.7604805829988
earliest,removed,614,556631,0.007117294860451859,1,1,4.0,0.0,60.54594207137462
earliest,removed,614,1007106,0.006545482195462195,2,2,4.0,0.0,38.88021749645076
earliest,removed,614,890224,0.0062325718058223265,4,3-4,4.0,14.518584343830348,760.1818468384262
earliest,removed,614,1006006,0.005651829845753565,6,5-6,4.0,2.8127289908027437,10.555918853543679
earliest,removed,615,690867,0.01925210130306925,1,1,4.0,0.0,24.027592355385426
earliest,removed,615,1007106,0.015145980144374483,2,2,4.0,10.270210478592759,74.67339524452933
earliest,removed,615,1006457,0.011502320955686209,4,3-4,4.0,5214.8562259770015,5272.0856945622645
earliest,removed,615,421471,0.008641259612654627,7,7-10,4.0,528.4255211271991,1412.8937227709787
earliest,removed,617,83170,0.006823197532547525,1,1,4.0,0.0,231.125330320508
earliest,removed,617,759735,0.006611955633975364,2,2,4.0,1952.7300269211098,61.09471993449383
earliest,removed,617,83143,0.005932798453363371,3,3-4,4.0,4.587004200081188,64.33066839430079
earliest,removed,617,1005738,0.005468506092289423,4,3-4,4.0,0.0,113.03887808666815
earliest,removed,618,1007314,0.006884684835171132,1,1,4.0,0.0,9.005593730136752
earliest,removed,618,262275,0.005157517757650768,2,2,4.0,438.4803934159865,1452.9362420556222
earliest,removed,618,556658,0.004880478848871323,4,3-4,4.0,2632.737647971423,2870.1802148276893
earliest,removed,618,1007333,0.004812542272539033,5,5-6,4.0,830.6658480281764,52.31454912199594
earliest,removed,620,82782,0.006896596939914893,4,3-4,4.0,4875.840450849211,4878.447957132621
earliest,removed,620,1007030,0.010843946130112872,1,1,4.0,1.212634914804903,38.48231255634861
earliest,removed,620,1029507,0.0066362642904456036,5,5-6,4.0,0.0,33.3861548265756
earliest,removed,620,1007543,0.005612066479050935,6,5-6,4.0,0.0,55.555864184260535
earliest,removed,621,408526,0.0074258163243674236,2,2,4.0,5531.092582141402,6879.687746464414
earliest,removed,621,657858,0.00724624164690007,3,3-4,3.0,4613.093929651509,4619.444722936785
earliest,removed,621,82706,0.005179186070627227,5,5-6,4.0,907.188335246663,2238.266184599239
earliest,removed,621,1007038,0.004761859728318213,6,5-6,4.0,163.1489010009014,424.1096133874099
earliest,retained,622,51659,0.012287080529312072,1,1,4.0,9.128960573741015,68.14260208043848
earliest,removed,622,598541,0.01020820305644047,2,2,3.0,0.0,40.83789368911341
earliest,retained,622,891287,0.007411225646241119,5,5-6,4.0,0.0,20.242636319141855
earliest,removed,622,834010,0.005394603367881447,8,7-10,4.0,0.0,80.42913995950401
earliest,removed,623,1004999,0.010352722705055746,1,1,4.0,123.59929749385303,276.1385698259261
earliest,removed,623,81685,0.007792153609428767,3,3-4,4.0,0.0,0.5190175790339708
earliest,removed,623,644350,0.006532094643201055,4,3-4,4.0,4814.268771833559,4163.447612776979
earliest,removed,623,644104,0.006357944323952428,5,5-6,4.0,1685.9753478021992,1665.9221787654747
earliest,retained,626,81501,0.014176115839369036,1,1,3.0,0.0,1.100363745505954
earliest,removed,626,81367,0.009599986671687814,3,3-4,4.0,12.63054395597911,71.68701000697912
earliest,retained,626,570166,0.00937246559882848,4,3-4,4.0,0.0,44.08791000768543
earliest,removed,626,1375916,0.00830319591138999,5,5-6,3.0,1801.895631670888,1979.5387644550206
earliest,removed,627,82054,0.024258347935801082,1,1,3.0,3.686854952500384,32.724050339839856
earliest,removed,627,82012,0.017210051064008216,2,2,4.0,716.2203522091795,911.5572145119606
earliest,retained,627,82016,0.012687882733494653,3,3-4,4.0,0.0,191.36830111295262
earliest,removed,627,82006,0.010774588922186397,6,5-6,4.0,1.4481987051889469,20.36614046950227
earliest,removed,639,810249,0.0045987702166009736,1,1,3.0,11.582322807237944,297.7025903901206
earliest,removed,639,469962,0.004364325209596778,2,2,4.0,4385.230184118247,4135.420419914819
earliest,removed,639,810389,0.003671174114678373,3,3-4,3.0,0.0,1.8703829840129658
earliest,removed,639,1030966,0.0015420534337487262,8,7-10,3.0,7.906003390274821,227.7490704748779
earliest,removed,640,49751,0.0070015439165822,1,1,4.0,2283.439130456741,2071.829731878311
earliest,removed,640,810262,0.006037451034832775,2,2,3.0,6264.773972028185,6018.571284183782
earliest,removed,640,842605,0.003565057567907048,6,5-6,4.0,6.242158832201673,57.53483977958028
earliest,retained,640,48383,0.0034122646700486536,7,7-10,4.0,38.17357015542926,629.408582962199
earliest,removed,642,1006060,0.010808679386800307,3,3-4,3.0,0.0,22.373746487440314
earliest,removed,642,1731884,0.0128904301807325,2,2,3.0,12.841479820041542,11.226491728750169
earliest,removed,642,1005698,0.009908073920655848,4,3-4,4.0,0.0,4.282877859022424
earliest,removed,642,1008465,0.005778552775113868,7,7-10,4.0,4657.015041368969,5243.367865696931
earliest,retained,643,572351,0.007229466669788488,1,1,4.0,16.500733918338433,28.607410588683766
earliest,removed,643,51689,0.005556234516426929,2,2,3.0,4458.44927880833,4658.915289978239
earliest,removed,643,51087,0.0033060335643707605,4,3-4,4.0,0.0,308.25440276041627
earliest,removed,643,51796,0.0001350919925873203,8,7-10,4.0,4992.87845126279,5356.279253822021
earliest,retained,644,51478,0.004871983209227771,2,2,4.0,2.0529360856874153,120.87924306073143
earliest,removed,644,51637,0.004424109396229505,3,3-4,4.0,248.7104299521438,15.903684973716732
earliest,removed,644,1006234,0.003862732103965218,4,3-4,4.0,4540.849829083408,4782.312882443071
earliest,removed,644,834064,0.0007462280198206536,7,7-10,4.0,2136.3945306733767,2079.9694058553227
earliest,removed,651,1037723,0.008353203104104878,1,1,3.0,3618.0532597538227,3718.85940738713
earliest,removed,651,1005348,0.0053268968310638334,4,3-4,4.0,0.0,127.21307570588822
earliest,removed,651,810899,0.004264301403413065,5,5-6,3.0,0.0,108.72367031094511
earliest,removed,651,1005695,0.0019706271111901486,7,7-10,4.0,0.0,167.87318802136298
earliest,removed,652,56558,0.007659441272149185,1,1,3.0,0.0,42.44422685763121
earliest,removed,652,57763,0.007297232021277734,3,3-4,3.0,2.0131276768928155,49.86116578687698
earliest,removed,652,1579764,0.005707886316064798,4,3-4,4.0,1501.5074158041614,1674.084979629095
earliest,removed,652,1004609,0.0041748917052678676,5,5-6,4.0,4.264375178332129,38.992500815384695
earliest,removed,672,761554,0.009615432921191248,3,3-4,3.0,4891.60459380838,5598.420983330818
earliest,removed,672,1351046,0.012707561408323229,2,2,3.0,0.0,16.26634873083189
earliest,removed,672,60035,0.008518365894625903,4,3-4,4.0,1203.2683268045553,1143.0560886481812
earliest,removed,672,1321200,0.008195544187840789,6,5-6,4.0,16.249191948735174,61.34442868038134
earliest,removed,673,644391,0.01301416835969842,1,1,4.0,2423.0952710469132,2400.2897840726773
earliest,removed,673,1321213,0.011836091656638927,2,2,4.0,2661.5964281369706,2688.3916873473577
earliest,removed,673,60030,0.008446850728709434,7,7-10,4.0,1048.247464779152,1044.6788721569098
earliest,removed,673,55729,0.007194185340855741,8,7-10,3.0,3880.255208470972,3835.9987998302627
earliest,removed,734,46269,0.009029881953267342,1,1,4.0,2669.673622259839,6114.058011085613
earliest,removed,734,978223,0.0034674797827290585,4,3-4,4.0,5873.921058393841,6151.511438695225
earliest,removed,734,46195,0.0033071719405937073,5,5-6,4.0,0.0,1043.8438458692488
earliest,removed,734,978092,0.001213483350230981,8,7-10,4.0,5073.658927060948,6547.099117763556
earliest,retained,735,46335,0.0054052766337553465,1,1,4.0,0.0,114.25311764347911
earliest,removed,735,557214,0.004236602466662495,3,3-4,4.0,0.0,2536.177433890603
earliest,removed,735,557214,0.003573446309330861,5,5-6,4.0,0.0,27.952297981828455
earliest,removed,735,978223,0.0034827737087051234,6,5-6,4.0,65.51220546447395,1044.521481954518
earliest,retained,738,977101,0.004285515762680495,1,1,4.0,4.086326749122481,22.510099603623235
earliest,retained,738,1383602,0.0035092429869391997,2,2,4.0,0.0,4519.608709435778
earliest,removed,738,1384115,0.002938195833624372,5,5-6,4.0,2.9875514784476174,167.38515881785852
earliest,removed,738,165563,0.0017352774796145199,8,7-10,4.0,1.232303711321358,115.83665094091943
earliest,removed,739,761327,0.00498048349025099,4,3-4,4.0,0.0,1379.066679661084
earliest,retained,739,557018,0.006695688366629618,1,1,4.0,0.0,27.754068286921445
earliest,retained,739,913015,0.0046365992237705714,5,5-6,4.0,0.0,4.4123239516347255
earliest,removed,739,556175,0.004322964418194095,6,5-6,4.0,4853.57336950626,4351.790554954527
earliest,removed,740,664389,0.005555462632774891,1,1,4.0,0.0,49.25390271132636
earliest,removed,740,46833,0.005155295159882108,2,2,4.0,115.99918364127718,30.11096030473709
earliest,removed,740,978923,0.0049046375721553325,3,3-4,4.0,0.0,3111.931852531061
earliest,removed,740,608511,0.003180216291556899,8,7-10,4.0,0.0,32.15313135233674
earliest,retained,760,913119,0.0029395879846652586,1,1,4.0,0.0,7.406781259899372
earliest,removed,760,1198632,0.002320205913936871,2,2,4.0,158.00828248493286,2066.4303206724485
earliest,removed,760,608817,0.0016325517591241952,4,3-4,3.0,621.4296695350771,3402.6947441599877
earliest,removed,760,977842,0.0015183717872720949,6,5-6,3.0,0.0,126.40252425393959
earliest,removed,761,977064,0.0040467085550157204,1,1,4.0,0.0,29.27851747535169
earliest,removed,761,977364,0.003874659750052192,2,2,4.0,0.0,383.7489164509131
earliest,removed,761,47067,0.0029569758233589814,4,3-4,3.0,7599.517377475851,4443.933791052975
earliest,removed,761,977784,0.0015927169155139983,7,7-10,3.0,6.036067531023772,279.61270054788065
earliest,removed,775,456290,0.017862918293572005,1,1,4.0,0.0,94.1255013845076
earliest,removed,775,889093,0.010226784688115201,3,3-4,4.0,0.0,25.689884855349703
earliest,removed,775,968694,0.005999306457190747,6,5-6,4.0,0.0,105.87276304054875
earliest,removed,775,1119993,0.005159095018049004,7,7-10,4.0,2233.341602119282,2667.221490129992
earliest,removed,776,1132487,0.0098433173600961,1,1,4.0,0.0,2.570093547474743
earliest,removed,776,1095225,0.008034483630317326,3,3-4,4.0,3767.4400697317465,3752.608266154362
earliest,removed,776,835419,0.00515992434333429,5,5-6,4.0,0.6519101850231154,55.02764675441763
earliest,removed,776,1078645,0.0038905354562245613,6,5-6,5.0,6276.736605444221,6316.319343376633
earliest,removed,814,455692,0.0027840964118392474,1,1,3.0,0.0,1768.654177419535
earliest,removed,814,33666,0.002587081589017734,3,3-4,5.0,34.30916371416714,113.02860505823102
earliest,removed,814,222874,0.0014127171545145222,6,5-6,5.0,3.970275511280235,7113.029200522283
earliest,retained,814,35205,0.0012916144732128948,7,7-10,3.0,76.45210082368358,2000.5275045408239
earliest,removed,815,708406,0.005016728528640464,1,1,4.0,4032.2731564410183,4473.912380174709
earliest,removed,815,455692,0.004885719147633806,2,2,3.0,5533.549895073948,8093.5040200469675
earliest,removed,815,256774,0.0034921964374275386,4,3-4,4.0,4421.602241245521,4811.159190602796
earliest,removed,815,455692,0.003116754550101074,6,5-6,3.0,5533.549895073948,8898.300175470238
earliest,removed,893,37948,0.003448338980108451,1,1,4.0,0.978966641344865,10.91839281655848
earliest,removed,893,238311,0.0032152705506759017,2,2,4.0,0.0,295.27571167628344
earliest,removed,893,968114,0.002960506009565499,3,3-4,3.0,3149.9620707815284,3057.926784530645
earliest,removed,893,1085254,0.0013225824165265594,9,7-10,4.0,2843.1981639685173,2842.6720211181814
earliest,removed,894,238826,0.014475305764525114,1,1,3.0,0.0,69.3140644650929
earliest,removed,894,969140,0.009578908926186876,3,3-4,3.0,0.0,23.269070551273053
earliest,retained,894,439562,0.009495645006766227,4,3-4,3.0,19.326487380127613,29.49047820979435
earliest,removed,894,237973,0.004375113670287546,7,7-10,3.0,9.732760579126808,2549.536064842674
earliest,removed,918,983941,0.004677729374556948,1,1,4.0,0.0,107.27593846411224
earliest,removed,918,986087,0.003954864872696591,2,2,4.0,0.0,21.83200517129652
earliest,removed,918,987229,0.002998866021272972,4,3-4,4.0,5.6224450936995485,130.3632511912736
earliest,removed,918,411874,0.0014980431813413505,7,7-10,4.0,0.0,491.45037713347244
earliest,removed,919,814019,0.020538389122953717,1,1,5.0,0.0,1354.7763080000632
earliest,removed,919,588747,0.01012633104509476,4,3-4,4.0,155.68220576533668,807.56313349738
earliest,removed,919,781366,0.009874923416757985,5,5-6,4.0,1780.1216237039976,1777.3930574349847
earliest,removed,919,986980,0.00808173511270348,6,5-6,4.0,1016.0880942410171,49.45253897713951
earliest,removed,920,989099,0.007565609587823314,1,1,4.0,0.0,255.19250788813002
earliest,removed,920,985583,0.006883345582730488,2,2,4.0,0.0,1367.1754968244688
earliest,removed,920,1659631,0.005895706957634063,4,3-4,4.0,608.1401884801023,1525.742588803809
earliest,removed,920,987309,0.005881610584702815,5,5-6,4.0,4984.097372010453,4941.041114926657
earliest,retained,921,239817,0.007980654195667966,1,1,4.0,0.0,1.2884112045673495
earliest,removed,921,986112,0.006884113953260398,2,2,4.0,0.0,2.1861219434306127
earliest,removed,921,761710,0.0055238151204501824,5,5-6,5.0,6533.829696028867,6218.046060072659
earliest,retained,921,239762,0.004243696761810532,6,5-6,4.0,2.384123060929962,65.45463973303694
earliest,removed,922,240031,0.009659949525146145,3,3-4,4.0,0.0,87.67517409034355
earliest,removed,922,761710,0.011868740100554248,1,1,5.0,0.0,1299.5460029900796
earliest,removed,922,588429,0.007966770485756456,4,3-4,5.0,0.0,2162.7264858009084
earliest,removed,922,986110,0.007842788317245277,5,5-6,4.0,4704.238958184994,4851.3869197243675
earliest,removed,923,557170,0.00605663160863154,1,1,4.0,0.0,1112.592306888111
earliest,removed,923,1572402,0.004611284365799611,3,3-4,4.0,0.0,122.1438799591866
earliest,removed,923,411897,0.0041783576241992025,5,5-6,4.0,4835.414127179509,2350.633590039815
earliest,removed,923,987221,0.0033831928918538513,6,5-6,4.0,3512.244547113117,3566.2424751268213
earliest,removed,924,557170,0.007163066941085795,1,1,4.0,369.74140813551224,2836.6851283892165
earliest,removed,924,239955,0.007079004801602007,2,2,4.0,0.5944292492939401,90.84277170415683
earliest,removed,924,877718,0.00605252757063929,5,5-6,4.0,0.0,2919.088316983748
earliest,removed,924,240408,0.005925953252617897,6,5-6,4.0,3941.5564874886413,4066.042315109263
earliest,removed,925,984142,0.0070930123116742265,1,1,4.0,3842.5105684737605,4143.139702066031
earliest,removed,925,877718,0.004344379112989727,3,3-4,4.0,1080.2529872713042,2501.0039192521585
earliest,removed,925,813968,0.0029786968150067377,5,5-6,4.0,0.0,128.97234339553316
earliest,removed,925,557596,0.0012841772537334592,7,7-10,4.0,6312.097376168338,6435.907871384052
earliest,removed,933,1671013,0.010505900303036594,1,1,3.0,0.6011655275334701,135.78769142214654
earliest,removed,933,814369,0.008578905120667902,3,3-4,3.0,3205.79432361939,3243.8113704050393
earliest,removed,933,556881,0.0070184628378493355,4,3-4,4.0,4.072205786834695,33.730636501162586
earliest,removed,933,1042695,0.00612978959334011,6,5-6,3.0,0.0,11.044304844610933
earliest,removed,934,38228,0.022784280084206784,1,1,4.0,0.0,1053.2914721041718
earliest,removed,934,424353,0.017625707038048572,2,2,3.0,2186.290890801872,2296.879977615348
earliest,removed,934,38148,0.010799610058871383,5,5-6,4.0,0.0,5.96995940618217
earliest,removed,934,983347,0.01063523220460685,6,5-6,4.0,0.0,52.279466206506946
earliest,removed,935,813992,0.009678561217198605,1,1,3.0,5521.774450111958,5604.132470954259
earliest,removed,935,987304,0.007882856359691779,2,2,3.0,417.4939637213701,1644.9025622167512
