taz_id,node_id,was_20260722_candidate,candidate_best_rank,candidate_max_density,candidate_sector_count,major_level,outside_len_ft
1066,555348,False,,,,3.0,0.0
1067,417684,False,,,,4.0,0.0
1068,973398,False,,,,4.0,16.258974762546128
1068,1545824,False,,,,4.0,46.799839252670346
1068,1682685,False,,,,4.0,120.91870318123424
1069,287546,True,7.0,0.003204617678695865,2.0,4.0,3.706636207415943
1069,436981,False,,,,3.0,0.0
1071,287278,False,,,,4.0,64.6958863513584
1071,972577,False,,,,4.0,0.0
1072,287254,True,4.0,0.0029536085599566535,1.0,3.0,44.4560350675669
1074,611821,False,,,,4.0,0.0
1075,834047,False,,,,4.0,0.0
1130,99220,False,,,,4.0,0.0
1130,99850,False,,,,4.0,0.0
1131,99095,False,,,,3.0,586.6996842634684
1138,121406,False,,,,4.0,0.0
1138,121776,False,,,,4.0,0.261665583013705
1139,121766,False,,,,4.0,10.281779063416332
1139,606326,False,,,,4.0,12.532760062682943
1151,97887,False,,,,4.0,0.0
1151,98050,False,,,,3.0,0.0
1151,1725252,False,,,,3.0,0.0
1152,22209,False,,,,4.0,0.0
1184,651412,False,,,,4.0,0.0
1185,99780,True,4.0,0.006121222927945546,1.0,4.0,18.537066615976624
1185,291418,False,,,,4.0,0.0
1228,307094,False,,,,3.0,2.8548407336607897
1228,307105,False,,,,3.0,3.8256032188194102
1327,672552,True,4.0,0.008196369729012495,1.0,3.0,0.0
1328,125747,False,,,,4.0,11.265447745505993
1328,549827,False,,,,4.0,0.0
1328,957562,False,,,,4.0,0.0
1329,22963,False,,,,3.0,0.0
1329,128022,False,,,,3.0,0.0
1335,126729,False,,,,4.0,1.9530586319515895
1335,126783,False,,,,4.0,18.605089778609816
1335,127335,False,,,,3.0,27.564487150867894
1336,126645,False,,,,4.0,11.208972474716859
1336,126773,False,,,,4.0,0.0
1338,126304,False,,,,3.0,0.0
1339,124236,False,,,,4.0,0.0
1351,122990,False,,,,4.0,0.0
1351,123054,False,,,,4.0,0.0
1352,122770,False,,,,4.0,0.0
1352,122992,False,,,,4.0,0.0
