taz_id,node_id,earliest_to_final,stabilized_to_final,in_earliest,in_stabilized,in_final,density,density_rank,major_level,outside_len_ft,line_node_dist_ft
399,1448825,removed,not_applicable,True,False,False,0.007714856864870169,7,3.0,31.552909691701494,273.09643927806366
400,36825,removed,removed,True,True,False,0.004136678408051681,7,4.0,13.87499132185265,116.10256953751875
400,36834,added,added,False,False,True,0.0,0,4.0,1225.69738960913,0.0
400,37517,removed,not_applicable,True,False,False,0.005123019426498538,4,4.0,0.0,197.06816509653885
400,37565,added,added,False,False,True,0.0,0,4.0,0.0,0.0
400,38898,added,added,False,False,True,0.0,0,3.0,3.476970962996517,0.0
400,38899,removed,removed,True,True,False,0.012632454830938781,1,3.0,16.594100828805292,41.68890921481089
400,991399,added,removed,False,True,False,0.00693704075468862,3,4.0,0.0,3297.188599509982
400,1388665,removed,not_applicable,True,False,False,0.005000923844854293,5,3.0,2431.2554355140796,2921.78933652065
401,38031,added,added,False,False,True,0.0,0,4.0,17.450576968464006,0.0
401,39129,removed,not_applicable,True,False,False,0.004568113973593742,5,4.0,2.2343365595565565,126.12813679615017
401,563868,removed,not_applicable,True,False,False,0.0068318012463076064,2,3.0,0.0,39.419522020361285
401,765572,added,unchanged,False,True,True,0.004690640172465055,4,3.0,0.0,0.43997504536175214
401,987851,removed,not_applicable,True,False,False,0.0035874446275940075,7,4.0,2053.950192733261,2417.326538529814
401,993853,removed,not_applicable,True,False,False,0.006094027286614719,3,4.0,12.08677231867464,65.57185026997539
401,995182,added,unchanged,False,True,True,0.007570567034726119,1,3.0,0.0,129.92127921804783
401,1208637,added,removed,False,True,False,0.00274413572590138,9,4.0,7.797701545166742,804.0479543441837
403,38000,added,added,False,False,True,0.0,0,4.0,743.1324295138248,0.0
403,437632,removed,not_applicable,True,False,False,0.002208891327494789,8,4.0,2071.6646360855734,1856.1783282069155
403,599126,added,removed,False,True,False,0.0026028705568087395,7,3.0,0.0,912.7603998873383
403,639145,removed,not_applicable,True,False,False,0.003413082286303995,5,4.0,6205.2484426591645,6083.018055205174
403,991457,removed,removed,True,True,False,0.007137597142051886,1,3.0,0.0,517.9330012548502
403,993836,removed,not_applicable,True,False,False,0.005954823737838185,2,4.0,4772.605226083469,4450.450203704053
403,1638957,added,added,False,False,True,0.0,0,3.0,0.0,0.0
404,36664,removed,not_applicable,True,False,False,0.008380366680685309,4,4.0,2971.0895097997527,2958.1412398029634
404,36668,removed,not_applicable,True,False,False,0.008091711432840053,5,4.0,0.43382918535085346,214.2751867125698
404,36671,added,unchanged,False,True,True,0.010772204683978073,2,4.0,2.7135250647205544,110.17557685822248
404,36692,added,removed,False,True,False,0.003496192845131078,9,4.0,18.017171064192844,1223.1248135074725
404,36767,removed,not_applicable,True,False,False,0.008733786787165505,3,3.0,6163.235915326523,6229.144891522264
404,37146,added,added,False,False,True,0.0,0,3.0,4257.950088131705,0.0
404,872568,added,added,False,False,True,0.0,0,4.0,16.988278297313013,0.0
404,994092,removed,removed,True,True,False,0.012082758819379947,1,3.0,0.0,1.8871716742364733
408,36139,added,added,False,False,True,0.0,0,4.0,0.0,0.0
408,36240,removed,removed,True,True,False,0.004190175601907578,7,4.0,0.0,11.699180977419019
408,760571,removed,not_applicable,True,False,False,0.007127812004369548,4,4.0,0.0,1939.959648992528
408,955507,removed,not_applicable,True,False,False,0.0043675655236801725,5,4.0,2633.5169084071226,2758.855429951623
408,994089,unchanged,unchanged,True,True,True,0.008962110642887823,1,4.0,1.6504679607015549,804.7503333438275
409,994072,removed,not_applicable,True,False,False,0.0047874735355666895,4,4.0,2939.6873010498452,1536.7002603084632
409,994099,added,added,False,False,True,0.0,0,4.0,1466.4648434461483,0.0
409,995524,removed,not_applicable,True,False,False,0.006931649846039894,1,4.0,3807.8098272158295,3972.2419190908076
409,1205678,removed,not_applicable,True,False,False,0.006921592646040302,2,4.0,2321.9645874319335,3948.9167862895956
409,1538024,removed,not_applicable,True,False,False,0.002273210207833451,8,4.0,4635.689251057516,3901.4775981846647
414,35725,unchanged,unchanged,True,True,True,0.002713937735567657,2,4.0,4.924678675358131,918.0903855692595
414,36067,removed,not_applicable,True,False,False,0.002737775379187101,1,4.0,30.922197405945766,91.89560601499929
414,425082,removed,not_applicable,True,False,False,0.0010812801368619564,3,5.0,17.925811770002902,411.6096163841386
414,551694,added,added,False,False,True,0.0,0,4.0,0.0,0.0
414,760559,removed,removed,True,True,False,0.000938572217366423,5,3.0,0.0,107.45028880259746
414,992300,added,removed,False,True,False,0.002737775379187101,1,4.0,0.0,219.64064478665523
415,35662,added,added,False,False,True,0.0,0,4.0,15.227709663767907,0.0
415,35666,removed,removed,True,True,False,0.0013641780921972604,6,3.0,0.0,467.1479620288379
415,551690,removed,not_applicable,True,False,False,0.002442217893694764,3,3.0,0.0,358.0874443522727
415,992250,removed,removed,True,True,False,0.003545414480485762,2,4.0,0.0,2270.6560206001855
415,996241,added,removed,False,True,False,0.007730822235463762,1,4.0,22.014186383702548,175.7288531688313
415,996459,removed,not_applicable,True,False,False,0.001809043240185458,4,4.0,0.0,213.4406989510187
419,36630,removed,removed,True,True,False,0.004530286135894345,3,4.0,0.0,124.44963641199602
419,52451,added,added,False,False,True,0.0,0,4.0,0.0,0.0
419,52455,added,added,False,False,True,0.0,0,5.0,0.0,0.0
419,561178,added,added,False,False,True,0.0,0,4.0,0.0,0.0
419,817101,removed,not_applicable,True,False,False,0.004837849203025512,1,5.0,2.631989750698777,159.87906680721196
419,913789,added,removed,False,True,False,0.004837849203025512,1,4.0,0.0,2259.7644871182342
419,913791,removed,not_applicable,True,False,False,0.0036411655385736657,6,4.0,0.0,33.62796373662275
419,993241,added,added,False,False,True,0.0,0,4.0,0.0,0.0
419,993730,removed,not_applicable,True,False,False,0.003739445946144718,5,4.0,0.0,174.6677321084745
419,1538248,added,removed,False,True,False,0.0036411655385736657,6,4.0,22.104413168822152,2083.386104258693
420,37203,added,added,False,False,True,0.0,0,4.0,6.633070615309262,0.0
420,541627,removed,removed,True,True,False,0.009445030789102986,1,4.0,3.0593943717680685,8.963260819523926
420,599771,removed,not_applicable,True,False,False,0.0019395622943893381,7,3.0,21.016300111622172,70.35420385110294
420,639300,removed,removed,True,True,False,0.004846612824454314,2,4.0,8.159732362822004,92.3359814938158
420,927949,added,added,False,False,True,0.0,0,4.0,3.312711380147229,0.0
420,993731,removed,not_applicable,True,False,False,0.0021109090742173005,6,4.0,1.1391676675372826,54.65618553696594
420,994199,added,removed,False,True,False,0.0019395622943893381,7,4.0,6.419613045038759,913.1538751927903
424,36434,added,removed,False,True,False,0.004794479220081525,6,3.0,0.0,2807.603673893403
424,36447,added,added,False,False,True,0.0,0,3.0,21.052268169869084,0.0
424,36496,removed,not_applicable,True,False,False,0.006806172264585772,1,5.0,1.5729480094691148,18.0503219624697
424,36542,added,removed,False,True,False,0.006806172264585772,1,3.0,0.0,2345.5660129914186
424,36877,added,added,False,False,True,0.0,0,4.0,7.292484715881493,0.0
424,37031,added,added,False,False,True,0.0,0,4.0,0.0,0.0
424,927900,removed,not_applicable,True,False,False,0.005315467181342031,4,4.0,4280.8931788096315,4636.8996023947675
424,1209696,removed,removed,True,True,False,0.0062467199025833505,2,4.0,0.0,159.98609391227365
424,1450935,removed,not_applicable,True,False,False,0.004121933505708868,7,4.0,2930.5723104343992,2929.4568556622958
425,36615,removed,not_applicable,True,False,False,0.003918308086499759,4,4.0,3.1298299362660975,66.19562514916034
425,36618,added,unchanged,False,True,True,0.011866236253057882,1,4.0,0.7579500534701742,3761.4386279051782
425,37039,added,removed,False,True,False,0.0039699631045248315,3,4.0,0.0,1442.2095767307706
425,37191,added,added,False,False,True,0.0,0,4.0,0.0,0.0
425,639282,removed,not_applicable,True,False,False,0.0037648727137850973,5,4.0,0.0,164.68219285295365
425,927877,added,unchanged,False,True,True,0.0041321954093055035,2,4.0,4.079161467328149,1732.9925462799474
425,992624,removed,not_applicable,True,False,False,0.011866236253057882,1,3.0,6779.655402930271,6782.811633094815
425,994027,removed,not_applicable,True,False,False,0.0039699631045248315,3,4.0,115.154325469419,1441.9702471375265
489,82087,removed,not_applicable,True,False,False,0.008422688245198153,6,4.0,15.151627084973283,56.79222207480573
489,82127,removed,not_applicable,True,False,False,0.010691989344468496,4,3.0,4.553720027947467,6.484030084209678
489,82139,added,added,False,False,True,0.0,0,3.0,0.0,0.0
489,83225,added,removed,False,True,False,0.012759364114150894,2,3.0,18.604167175748202,1617.82167436307
489,83262,added,added,False,False,True,0.0,0,4.0,0.0,0.0
489,761238,added,removed,False,True,False,0.014650100194140744,1,3.0,0.0,37.61780387643487
489,764772,added,added,False,False,True,0.0,0,4.0,0.0,0.0
489,1003067,removed,not_applicable,True,False,False,0.012759364114150894,2,4.0,3.2309794456867165,68.65289036306255
489,1350902,added,removed,False,True,False,0.010529197977086412,5,4.0,0.0,3467.2159820085585
489,1673782,removed,not_applicable,True,False,False,0.011577198683529341,3,3.0,0.0,286.2924508771024
490,83243,added,added,False,False,True,0.0,0,3.0,0.0,0.0
490,83300,removed,not_applicable,True,False,False,0.013439736349545553,3,3.0,0.0,25.620887530603152
490,891271,added,removed,False,True,False,0.008762125179871483,6,4.0,23.531141029239176,1398.0244749281192
490,1005290,added,added,False,False,True,0.0,0,4.0,10.34295760693233,0.0
490,1031151,removed,not_applicable,True,False,False,0.008762125179871483,6,3.0,165.85451570325543,515.4932492316028
490,1033533,removed,removed,True,True,False,0.009042911278960942,5,4.0,8.335610409649558,21.191038530259142
490,1698133,removed,removed,True,True,False,0.017175017096064102,1,3.0,0.0,16.157615073407054
499,59796,added,added,False,False,True,0.0,0,3.0,22.564022397626953,0.0
499,60520,added,added,False,False,True,0.0,0,4.0,0.0,0.0
499,61391,added,added,False,False,True,0.0,0,4.0,1.746585878552717,0.0
499,61394,removed,removed,True,True,False,0.017776700829666498,1,4.0,0.0,59.774246138375695
499,1131038,removed,not_applicable,True,False,False,0.009836943972735039,6,4.0,0.0,1101.5400437420567
499,1377134,removed,removed,True,True,False,0.01007380041158695,5,3.0,20.295168102500035,25.977575445734992
499,1691086,removed,removed,True,True,False,0.015434488402822022,2,4.0,0.0,15.165771110935502
500,59767,added,added,False,False,True,0.0,0,3.0,25.81507360780131,0.0
500,59797,removed,removed,True,True,False,0.008473287257382207,8,3.0,30.046309580079992,437.0694690551094
500,59809,added,removed,False,True,False,0.010787999503229385,5,4.0,0.0,375.27103321134445
500,60494,added,added,False,False,True,0.0,0,4.0,0.0,0.0
500,844608,added,added,False,False,True,0.0,0,4.0,0.0,0.0
500,984102,removed,not_applicable,True,False,False,0.013366952535525998,3,4.0,257.68906575395954,675.5369268229118
500,1005265,removed,not_applicable,True,False,False,0.018279523111353085,1,3.0,28.015021940383164,27.65399672831129
500,1148115,added,removed,False,True,False,0.014124969817578084,2,4.0,0.0,13.594255968928337
500,1377170,removed,not_applicable,True,False,False,0.012371670319704453,4,4.0,16.311580232327337,18.694063168294363
501,57531,added,added,False,False,True,0.0,0,4.0,0.0,0.0
501,59296,removed,not_applicable,True,False,False,0.004525824754860556,9,4.0,5.836562574549652,36.9169145930675
501,59395,added,removed,False,True,False,0.006448605879343214,3,4.0,13.900851286195879,922.180474093212
501,59448,added,added,False,False,True,0.0,0,4.0,6.69245377301693,0.0
501,59639,added,added,False,False,True,0.0,0,4.0,0.0,0.0
501,59763,added,added,False,False,True,0.0,0,3.0,5758.531106882201,0.0
501,59808,added,removed,False,True,False,0.009596015808146108,1,3.0,0.0,1567.9604966599156
501,440343,removed,not_applicable,True,False,False,0.005773450690395793,5,4.0,27.865075485535442,107.03920387164496
501,983959,removed,removed,True,True,False,0.006866169231923847,2,4.0,0.0,41.727928010746844
501,1147311,removed,not_applicable,True,False,False,0.009596015808146108,1,3.0,5251.903683152449,3.953571990132332
502,59445,removed,not_applicable,True,False,False,0.005981748159962188,7,4.0,1911.412060632684,1803.9824875671006
502,59539,unchanged,added,True,False,True,0.009251097602379778,5,4.0,0.0,10.278386600707368
502,59540,added,removed,False,True,False,0.009251097602379778,5,4.0,0.0,147.8608346028179
502,61297,added,added,False,False,True,0.0,0,4.0,0.0,0.0
502,810941,added,removed,False,True,False,0.019402197976448165,1,3.0,0.0,878.6067227424853
502,985186,removed,not_applicable,True,False,False,0.011855813579698622,4,3.0,0.0,45.55232675127226
502,1004172,removed,not_applicable,True,False,False,0.019402197976448165,1,3.0,0.0,10.955732845195644
502,1004694,added,unchanged,False,True,True,0.012954038574901485,3,3.0,0.0,821.4560963026624
517,53453,added,added,False,False,True,0.0,0,4.0,0.0,0.0
517,54805,removed,not_applicable,True,False,False,0.005617516798440414,4,4.0,181.39916403320103,265.6464725124394
517,566653,added,added,False,False,True,0.0,0,4.0,2.61863217122598,0.0
517,876895,removed,not_applicable,True,False,False,0.0051168514555214135,6,4.0,0.0,1464.9432700754403
517,985246,added,removed,False,True,False,0.005426433476545257,5,4.0,0.0,61.96019403933849
517,1056589,removed,removed,True,True,False,0.013675129798567017,1,4.0,0.0,43.262761402700235
517,1377968,unchanged,unchanged,True,True,True,0.007442183409501154,3,4.0,0.0,58.305067287932125
518,53484,added,added,False,False,True,0.0,0,4.0,19.78007604465558,0.0
518,54837,unchanged,added,True,False,True,0.008566148327536908,3,4.0,35.34975282645234,1134.3993688874043
518,54839,added,added,False,False,True,0.0,0,4.0,21.96575592270906,0.0
518,54851,removed,not_applicable,True,False,False,0.007832354021762345,4,4.0,0.0,33.536707857684455
518,984845,removed,removed,True,True,False,0.00945444993950076,2,4.0,21.93973352973803,27.31602881848812
518,1003594,added,removed,False,True,False,0.0031434874865074874,10,4.0,22.032428227210147,2672.2295501001913
518,1149656,removed,removed,True,True,False,0.010415581812865247,1,4.0,19.64484034816541,76.38607689232664
522,59912,added,added,False,False,True,0.0,0,4.0,0.0,0.0
522,60074,added,added,False,False,True,0.0,0,4.0,0.0,0.0
522,60153,unchanged,unchanged,True,True,True,0.0119125889988945,3,3.0,0.0,34.42796096152045
522,557749,removed,not_applicable,True,False,False,0.012149328422139024,1,4.0,0.0,2734.662255328567
522,641191,added,added,False,False,True,0.0,0,4.0,2339.875025484402,0.0
522,1002177,removed,not_applicable,True,False,False,0.009344930588186678,6,4.0,0.0,44.57903523111449
522,1002191,added,removed,False,True,False,0.009344930588186678,6,4.0,0.0,2088.317014827135
522,1320307,removed,removed,True,True,False,0.011963763949061259,2,4.0,4.563885714650023,6.047253848967216
523,60068,added,added,False,False,True,0.0,0,4.0,4.888548239212929,0.0
523,60069,removed,removed,True,True,False,0.02006298493165574,1,4.0,0.0,20.03394309876033
523,1009028,removed,not_applicable,True,False,False,0.01273040820085547,6,4.0,1631.5573335620006,1734.6429442829774
523,1159470,removed,removed,True,True,False,0.01899945613991136,3,3.0,0.0,6.657666828984844
523,1576713,removed,removed,True,True,False,0.011642426739786854,7,4.0,21.166744142102193,52.27044628839216
526,60667,added,added,False,False,True,0.0,0,4.0,11.480118379635135,0.0
526,60748,added,added,False,False,True,0.0,0,4.0,5.793719168452856,0.0
526,60753,removed,not_applicable,True,False,False,0.008134663504673033,2,4.0,0.0,15.751665527001023
526,60766,added,removed,False,True,False,0.007083258041543808,5,4.0,3.07894547487347,1054.077209513273
526,422970,removed,removed,True,True,False,0.007654883211108496,4,4.0,6.992867777846669,689.0680243790796
526,1006271,removed,removed,True,True,False,0.00898853688636986,1,4.0,0.0,139.54117727488514
526,1008894,removed,not_applicable,True,False,False,0.005404116260662234,8,4.0,1.8855881042436122,16.75298555204737
527,60230,added,removed,False,True,False,0.01600279828495271,6,4.0,0.0,290.4826127179131
527,73518,removed,not_applicable,True,False,False,0.00897966426141106,8,4.0,3116.1013129485873,3291.880222657635
527,422970,removed,not_applicable,True,False,False,0.022725727869551803,1,4.0,0.0,10.080671910661904
527,422971,added,removed,False,True,False,0.022725727869551803,1,4.0,0.0,32.65508215932277
527,482758,added,removed,False,True,False,0.01944241310338332,3,4.0,1.3580732107369828,657.3333448233279
527,556383,removed,not_applicable,True,False,False,0.01797535321783286,4,4.0,0.0,51.6603288341783
527,569193,added,added,False,False,True,0.0,0,4.0,7.741617592740803,0.0
527,782248,removed,not_applicable,True,False,False,0.01944241310338332,3,4.0,4.586891415044343,137.9846991054123
528,60757,added,removed,False,True,False,0.010575165100453865,9,4.0,0.0,184.73594310580867
528,60759,removed,not_applicable,True,False,False,0.016495399909356178,4,4.0,0.0,475.50936036551207
528,60763,removed,not_applicable,True,False,False,0.015594926329156834,5,4.0,1113.721483633859,1114.885030728251
528,556371,added,added,False,False,True,0.0,0,4.0,1117.8409629028392,0.0
528,729642,unchanged,unchanged,True,True,True,0.02464886942903568,1,4.0,1.0979297161325245,82.07097860882908
528,1009167,removed,not_applicable,True,False,False,0.017376385076974647,3,4.0,0.0,33.88193001713504
528,1350171,added,removed,False,True,False,0.017376385076974647,3,4.0,0.0,151.19912542741213
529,73753,removed,not_applicable,True,False,False,0.010310661497427577,4,4.0,4.115962880800905,1034.8337455499482
529,422974,added,added,False,False,True,0.0,0,4.0,0.0,0.0
529,598480,added,removed,False,True,False,0.010134756742446897,5,4.0,10.137182066287165,82.60123533708183
529,755361,removed,not_applicable,True,False,False,0.008541657519305842,8,4.0,2962.949280817498,2784.6794139784474
529,1005481,removed,not_applicable,True,False,False,0.01536771823183063,3,4.0,0.5964018826772797,66.8721008580178
529,1007502,added,added,False,False,True,0.0,0,4.0,12.484270483282852,0.0
529,1007635,removed,removed,True,True,False,0.017408713180553207,1,4.0,0.0,53.72314391298395
533,62496,added,added,False,False,True,0.0,0,3.0,19.845647349046153,0.0
533,74038,added,added,False,False,True,0.0,0,3.0,12.778700697995228,0.0
533,556416,added,added,False,False,True,0.0,0,4.0,0.0,0.0
533,574698,added,removed,False,True,False,0.01791374686230914,1,3.0,0.0,632.2500100114347
533,681228,added,added,False,False,True,0.0,0,4.0,0.0,0.0
533,780170,removed,not_applicable,True,False,False,0.014703448880022266,3,3.0,17.65692989585722,41.577226330395746
533,812198,removed,removed,True,True,False,0.016822362724127883,2,4.0,2.63957516371693,5.746042017365183
533,985088,removed,removed,True,True,False,0.008836247285738296,8,4.0,0.0,1193.0827574524624
533,1129243,removed,not_applicable,True,False,False,0.01791374686230914,1,4.0,0.0,13.561296050771041
534,60570,added,added,False,False,True,0.0,0,4.0,0.0,0.0
534,62297,removed,removed,True,True,False,0.012810937352521638,3,4.0,0.0,208.59380878143494
534,62323,added,added,False,False,True,0.0,0,4.0,656.5728960604577,0.0
534,556421,added,added,False,False,True,0.0,0,4.0,9.94319821743769,0.0
534,996793,removed,removed,True,True,False,0.021680961624359337,1,4.0,0.0,13.954595408110965
534,1158214,removed,not_applicable,True,False,False,0.009617745727574692,6,4.0,0.0,15.04693288718671
534,1457218,removed,not_applicable,True,False,False,0.011890766239454844,4,4.0,0.0,28.356169585086672
535,60597,removed,not_applicable,True,False,False,0.018306598678811677,1,4.0,2904.757511917136,2786.3197627065515
535,62411,added,added,False,False,True,0.0,0,4.0,0.0,0.0
535,62416,removed,not_applicable,True,False,False,0.01041404120140977,5,4.0,0.0,24.65668324374386
535,780172,removed,not_applicable,True,False,False,0.011157814153218412,2,3.0,3023.5717002214615,3159.985198538013
535,1002781,added,removed,False,True,False,0.010060075511721625,6,4.0,0.0,461.98800789006054
535,1003239,added,removed,False,True,False,0.010806524100426025,3,4.0,0.0,954.4084335916732
535,1003358,removed,not_applicable,True,False,False,0.009261311815050287,7,4.0,0.0,18.991444217185194
548,25500,added,added,False,False,True,0.0,0,4.0,15.043021167900228,0.0
548,60555,removed,removed,True,True,False,0.008461181818750734,3,4.0,0.0,44.78044423197681
548,60694,added,added,False,False,True,0.0,0,4.0,6.275250357153151,0.0
548,60712,removed,removed,True,True,False,0.006004657604556492,7,4.0,18.937133911752944,84.39978485368192
548,1003601,removed,not_applicable,True,False,False,0.00654771973966845,5,3.0,400.1208770374386,152.72238728887345
548,1005642,removed,not_applicable,True,False,False,0.008470696833691393,2,3.0,22.41111100759573,27.719662239396463
548,1107064,added,unchanged,False,True,True,0.010285686035968186,1,3.0,23.22986739528304,44.59910701181083
549,59699,added,added,False,False,True,0.0,0,3.0,33.41199793389853,0.0
549,59704,added,removed,False,True,False,0.008972348556163301,7,3.0,20.53656605486129,151.98633510110068
549,59809,added,added,False,False,True,0.0,0,4.0,2.0296007995539846,0.0
549,59829,added,added,False,False,True,0.0,0,4.0,0.0,0.0
549,811440,added,removed,False,True,False,0.019407475938349406,1,4.0,0.0,382.35653509305155
549,983697,removed,removed,True,True,False,0.014379449632618854,2,4.0,0.0,107.37538063769964
549,1009017,removed,not_applicable,True,False,False,0.00953886978513641,6,3.0,546.9618515513496,841.8352800850812
549,1148045,removed,not_applicable,True,False,False,0.014330013306649318,3,4.0,0.0,12.107716467752189
549,1222950,removed,not_applicable,True,False,False,0.01238909657664485,5,3.0,23.643781469489163,25.525783656633163
552,56885,added,added,False,False,True,0.0,0,4.0,0.0,0.0
552,59217,added,added,False,False,True,0.0,0,4.0,3292.2064644143775,0.0
552,818867,removed,removed,True,True,False,0.004433734172270794,4,4.0,16.800255836255637,4320.515659628707
552,1002989,added,removed,False,True,False,0.008420398665995189,1,4.0,0.0,55.86831022307476
552,1003906,removed,not_applicable,True,False,False,0.008126230581341962,2,4.0,10.433410322912051,22.151049628073594
552,1004619,removed,not_applicable,True,False,False,0.005286141070224151,3,4.0,2769.636612185272,2916.9931051314315
552,1154087,removed,not_applicable,True,False,False,0.0037466161359912837,7,3.0,2168.6900171142556,2183.062373794039
553,56975,added,added,False,False,True,0.0,0,4.0,0.0,0.0
553,59059,removed,not_applicable,True,False,False,0.018339255682553676,1,4.0,5108.040261639375,5193.130273909147
553,160422,added,added,False,False,True,0.0,0,4.0,0.0,0.0
553,552429,added,added,False,False,True,0.0,0,4.0,372.47047979169,0.0
553,634236,removed,not_applicable,True,False,False,0.004744993814254107,8,4.0,4.488360868130876,65.1878440660958
553,876596,added,removed,False,True,False,0.018339255682553676,1,4.0,9.267509715039164,2166.0743040146076
553,1002193,removed,not_applicable,True,False,False,0.005410530770898314,4,4.0,209.2617349844409,143.4940188806504
553,1004569,removed,removed,True,True,False,0.00809207313316939,3,4.0,0.0,3589.6417073215134
553,1544513,added,removed,False,True,False,0.005410530770898314,4,4.0,0.633518886449884,154.90289448517774
566,48850,removed,not_applicable,True,False,False,0.007047051199461567,3,4.0,5900.529807778718,5986.893847817701
566,49262,added,added,False,False,True,0.0,0,4.0,72.0370091658614,0.0
566,49300,removed,removed,True,True,False,0.005787131323920877,6,3.0,14.765956767898125,56.90196441724075
566,49306,added,added,False,False,True,0.0,0,3.0,0.0,0.0
566,49548,added,added,False,False,True,0.0,0,4.0,7605.399308281218,0.0
566,49612,added,added,False,False,True,0.0,0,4.0,0.0,0.0
566,810232,removed,removed,True,True,False,0.00727504974698899,1,4.0,6.9060090139098,7.074743570869688
566,1003963,removed,removed,True,True,False,0.006497633812435155,4,3.0,0.0,4.27980762720108
567,48827,unchanged,unchanged,True,True,True,0.0031317646807802126,7,4.0,8.007423739806253,83.51170397953541
567,48882,removed,removed,True,True,False,0.005997318080881698,1,4.0,0.0,108.87000932629435
567,49270,added,added,False,False,True,0.0,0,4.0,39.69822504333375,0.0
567,1003968,removed,not_applicable,True,False,False,0.00461452542444043,3,3.0,2609.8524181358453,2611.366350311271
567,1005927,added,unchanged,False,True,True,0.002006957387120146,9,4.0,8.956436543211131,45.16496306790762
567,1577621,removed,not_applicable,True,False,False,0.004185598558699789,4,4.0,3129.3146384415963,2870.454665078417
574,49179,added,removed,False,True,False,0.009037708940461308,1,4.0,2.7012418987562654,2881.6402906792055
574,49209,added,added,False,False,True,0.0,0,4.0,6.650706760706918,0.0
574,581913,removed,removed,True,True,False,0.005322683909386539,7,4.0,0.0,611.7210963796823
574,810281,removed,not_applicable,True,False,False,0.009037708940461308,1,3.0,168.69820293516713,183.12995183178307
574,810695,removed,not_applicable,True,False,False,0.005455791374923343,6,4.0,445.90286996065026,3372.667100002323
574,810733,added,added,False,False,True,0.0,0,4.0,0.0,0.0
574,834365,added,unchanged,False,True,True,0.004491960652588477,9,4.0,0.9859080293746799,1545.3856498159016
574,891807,added,added,False,False,True,0.0,0,4.0,0.0,0.0
574,1377505,removed,not_applicable,True,False,False,0.008511450199361264,2,4.0,0.0811846529699783,3.8718149129005903
575,49017,removed,not_applicable,True,False,False,0.004541132045670679,5,4.0,1681.4126092964646,3177.7627780399794
575,49082,removed,not_applicable,True,False,False,0.0051437473012609265,3,4.0,1566.493726874055,1689.0139091190465
575,49086,added,unchanged,False,True,True,0.005670002685694036,2,4.0,0.21602097365862868,3875.949839857019
575,423196,removed,not_applicable,True,False,False,0.010283931502328942,1,4.0,340.23694607807323,722.6316432474321
575,1003929,added,removed,False,True,False,0.010283931502328942,1,4.0,5.577526716100071,838.5123902964975
575,1004252,removed,not_applicable,True,False,False,0.0024420558002212845,7,4.0,1139.511342264484,3505.629864250752
597,52110,added,added,False,False,True,0.0,0,4.0,2437.680241303208,0.0
597,82615,removed,not_applicable,True,False,False,0.003928574624885628,7,4.0,7.971850227607826,430.0965842718068
597,82630,added,removed,False,True,False,0.009196050237487405,1,4.0,0.0,734.7936802000991
597,82677,added,added,False,False,True,0.0,0,4.0,17.83809431810473,0.0
597,482811,removed,not_applicable,True,False,False,0.007229322843030035,3,4.0,175.2920281867624,743.7226329237309
597,759526,added,added,False,False,True,0.0,0,4.0,31.99150524338202,0.0
597,1007072,removed,removed,True,True,False,0.007511993128460116,2,4.0,0.0,28.51449443613623
597,1007246,removed,not_applicable,True,False,False,0.009196050237487405,1,4.0,0.0,715.9255440018535
598,52079,added,added,False,False,True,0.0,0,4.0,13.640809480989564,0.0
598,52080,added,removed,False,True,False,0.01296737373334401,2,4.0,11.973616743260678,1705.652627599574
598,52087,added,unchanged,False,True,True,0.009108817764965691,4,4.0,0.0,260.4704419012623
598,52093,removed,not_applicable,True,False,False,0.016984400330709665,1,4.0,2.6173626852944314,43.93930636214445
598,539504,removed,not_applicable,True,False,False,0.007509647305326931,8,4.0,14.602600898257691,23.768271510122645
598,984054,removed,not_applicable,True,False,False,0.009108817764965691,4,4.0,0.0,86.35740136757562
598,1007272,removed,not_applicable,True,False,False,0.01296737373334401,2,4.0,3449.8398448458565,3658.3340124543306
598,1371072,added,unchanged,False,True,True,0.01059644660317991,3,4.0,4.89876622419883,789.740886666801
599,82613,unchanged,unchanged,True,True,True,0.008733364874369244,1,4.0,0.0,1351.3508132815386
599,644361,removed,not_applicable,True,False,False,0.006701614129897769,6,4.0,0.0,31.032847521279102
599,669195,unchanged,unchanged,True,True,True,0.007196525298976728,2,4.0,7.682813313079836,158.91297877214137
599,984094,removed,not_applicable,True,False,False,0.006924892930677121,4,4.0,0.0,54.10866236631105
599,984108,added,unchanged,False,True,True,0.005024003810666614,10,4.0,0.0,408.85302527858926
600,25279,added,added,False,False,True,0.0,0,4.0,6.9478327970465985,0.0
600,81955,unchanged,unchanged,True,True,True,0.011598232736068106,2,4.0,13.804522404618396,43.79583167063228
600,82706,added,removed,False,True,False,0.009323596010543203,5,4.0,1.541685980194492,939.7056482095793
600,788659,added,unchanged,False,True,True,0.012152616731656475,1,4.0,0.0,53.96532023297481
600,984087,removed,not_applicable,True,False,False,0.006364962363927023,9,4.0,4567.924370512912,4975.655045318997
600,1009344,removed,not_applicable,True,False,False,0.012152616731656475,1,4.0,23.489157553160883,37.52217612721305
600,1029424,removed,not_applicable,True,False,False,0.009323596010543203,5,4.0,88.29397692849032,71.25843693779474
601,834010,removed,not_applicable,True,False,False,0.005095438889338013,7,4.0,4701.279767810375,4532.616764631965
601,984088,removed,not_applicable,True,False,False,0.006545080384254556,4,4.0,953.6952107668819,968.79414386552
