taz_id,old_node_id,new_node_id,endpoint_shift_ft,old_density,old_density_rank,old_major_level,new_major_level,major_level_change,new_was_20260722_candidate,new_candidate_best_rank
162,71836,72944,2149.1649587690413,0.024694781857753388,1,3.0,4.0,less major,False,
162,72957,72959,70.15903363074705,0.019294863235144795,3,3.0,3.0,same,False,
164,993442,71850,68.04851210573715,0.008281016846965052,4,4.0,4.0,same,False,
167,77789,1340463,87.16220511207825,0.011907084229167874,3,4.0,4.0,same,False,
168,1279790,77779,212.95656834199784,0.023279236437310297,3,4.0,4.0,same,False,
170,78397,476891,469.40068172122386,0.011405266875007012,1,4.0,4.0,same,False,
173,991453,79232,229.52675225415865,0.01051470737385077,3,4.0,4.0,same,False,
174,1049212,616669,47.37699863746477,0.0184486375351822,1,3.0,3.0,same,False,
189,760824,996639,3509.7545911359607,0.006782882709359217,1,4.0,4.0,same,False,
190,79616,79620,934.3916202535804,0.005027138601075336,7,4.0,4.0,same,True,6.0
192,1271201,80733,351.41452730329837,0.01673753104069888,1,3.0,3.0,same,True,3.0
193,90127,995947,874.5851645204995,0.0145207305901796,1,3.0,3.0,same,False,
195,593699,79824,563.2106000424194,0.008868763310517206,7,4.0,4.0,same,False,
195,691182,22085,1263.6552734030026,0.010541250565590887,4,3.0,3.0,same,False,
196,996610,163158,134.57016757012406,0.013543030437184392,1,3.0,3.0,same,False,
211,1050915,90788,1513.815593129609,0.018087776386920128,1,3.0,3.0,same,False,
211,1028256,90801,897.4492743328907,0.0135660493252953,3,3.0,4.0,less major,False,
219,691265,130324,2832.672395460879,0.006305473648957519,3,4.0,4.0,same,False,
219,25178,872958,4339.016825273108,0.007435780446324212,1,4.0,4.0,same,False,
222,991653,991529,2934.5674519416725,0.014924750090773714,3,3.0,3.0,same,False,
223,1451985,1451926,2323.239671235138,0.015136216818935554,2,3.0,3.0,same,False,
252,992027,533971,1608.1842493946212,0.006297497561478599,3,4.0,4.0,same,False,
252,991931,131253,1175.7840830695084,0.006405548508002417,2,4.0,4.0,same,False,
257,596129,480469,4248.821729609273,0.01092494559792798,2,4.0,4.0,same,False,
258,994187,589562,1028.3664181603672,0.01205217978154787,1,4.0,4.0,same,False,
258,132292,974836,400.9661457035489,0.006410459594779045,9,4.0,4.0,same,False,
265,872882,91026,136.897516413393,0.012912864840568581,7,4.0,4.0,same,True,10.0
265,91672,91666,1157.22275297398,0.018046596395284015,2,4.0,4.0,same,False,
