taz_id,old_node_id,new_node_id,endpoint_shift_ft,old_density,old_density_rank,old_major_level,new_major_level,major_level_change,new_was_20260722_candidate,new_candidate_best_rank
103,1356897,74626,435.6119373937932,0.005188840242695469,6,5.0,5.0,same,False,
103,786727,74555,1735.5659480415295,0.005824212670687623,4,3.0,3.0,same,False,
112,66656,760779,2541.862948705142,0.0057052430122553534,8,4.0,4.0,same,False,
112,55630,55668,1368.7067764858907,0.01027102177267576,1,3.0,3.0,same,False,
112,1174090,66500,2091.57316152217,0.008631788600145917,4,3.0,3.0,same,False,
113,55714,55729,569.6389382755281,0.0015791935585960416,6,3.0,3.0,same,True,2.0
114,995977,66666,692.1268380882663,0.009164520592618585,2,4.0,4.0,same,False,
114,994247,55740,140.52462417699437,0.009046627046816151,3,3.0,3.0,same,False,
117,1045248,66819,675.11827111993,0.011110877352100665,1,3.0,3.0,same,False,
117,67950,760910,2239.5713875650404,0.006903355304513349,3,3.0,3.0,same,False,
121,1046865,68408,330.93541666010907,0.03432366485464702,1,4.0,4.0,same,False,
121,1274285,68458,338.30005911986495,0.017846350095911064,3,3.0,3.0,same,False,
130,71946,1357659,905.9733163838018,0.008139586159104038,4,4.0,4.0,same,False,
130,1229058,71649,605.3595460545783,0.009756777705078077,1,3.0,3.0,same,True,9.0
131,71535,1447096,137.23447088825117,0.012316839159161616,1,4.0,4.0,same,False,
131,71640,572536,100.46317733413109,0.010156384598329892,3,3.0,4.0,less major,False,
134,996757,582203,247.31457700669404,0.013150156333764346,5,4.0,4.0,same,False,
142,872779,71272,54.602289330784664,0.021948495923557954,1,4.0,4.0,same,False,
142,855221,1044827,276.5095658381522,0.020723508328657894,2,4.0,4.0,same,False,
143,71303,71823,1544.665339159267,0.020300207494086283,2,3.0,4.0,less major,False,
147,70570,70638,1389.876685178247,0.012900697804313504,6,3.0,4.0,less major,False,
147,70565,70566,120.07002123760871,0.023248508180846984,2,4.0,4.0,same,False,
148,70599,1229565,76.40320673935707,0.0242161862548338,1,3.0,4.0,less major,False,
149,583462,71035,72.90246909396619,0.020375305599330693,1,4.0,4.0,same,False,
149,71038,71039,152.97427888448559,0.012473689554237192,5,5.0,5.0,same,False,
149,691897,1226863,720.8753706427674,0.013144008918101387,4,5.0,4.0,more major,False,
150,71033,71093,872.9120001469021,0.016164049479816065,1,3.0,4.0,less major,False,
151,995014,760302,577.7579856652667,0.01490413413258634,5,4.0,4.0,same,False,
151,633914,71054,816.6029635014881,0.01129808864055203,7,4.0,4.0,same,False,
151,995929,760810,943.848128673106,0.015907933295649285,3,4.0,4.0,same,False,
160,71834,1272932,264.40425488257995,0.01709696427358474,4,3.0,3.0,same,False,
