TAZ_ID,OLD_SHARED_NODE_ID,NEW_NODE_ID,KEEPER_TAZ_ID,OLD_OWNER_COUNT,NEW_NODE_DISTANCE_FT,NEW_NODE_MAJOR_LEVEL,NEW_NODE_OUTSIDE_GA,OUTSIDE_TAZ_LENGTH_FT,MIN_ANGLE_DEG,CROSSES_GSTDM,BOUNDARY_FALLBACK,REVIEW_WARNING
5476,736072,736079,5492,2,134.752,5.0,0,0.0,84.836,0,0,
19,761517,994862,428,2,195.127,3.0,0,3.425,101.764,0,0,
182,762675,994957,175,2,152.822,3.0,0,3.875,118.046,0,0,
1572,763161,763162,1571,2,141.074,5.0,0,0.0,81.44,0,0,
206,784534,1240252,207,2,51.303,4.0,0,0.0,80.206,0,0,
316,786733,990138,317,2,91.264,4.0,0,0.0,83.075,0,0,
3594,795572,149993,3598,2,506.1,4.0,0,8.197,70.744,0,0,
127,804101,1227745,128,2,40.159,4.0,0,0.0,102.523,0,0,
538,812197,812208,671,2,67.143,4.0,0,3.89,93.616,0,0,
911,816909,966530,909,2,396.134,4.0,0,0.0,85.102,0,0,
688,842108,1691953,691,2,171.254,3.0,0,27.156,123.439,0,0,
1999,854514,50658,2006,2,92.652,4.0,0,0.0,168.349,0,0,
3183,862343,946540,3181,2,2153.037,4.0,0,4.095,93.956,0,0,
595,874235,1008488,596,2,127.06,4.0,0,0.0,86.114,0,0,
477,876541,876769,478,2,317.146,4.0,0,0.0,69.566,0,0,ANGLE_LT_70
958,877114,1033231,999,2,54.572,3.0,0,10.237,110.579,0,0,
701,888046,885001,702,2,157.902,4.0,0,0.523,62.458,0,0,ANGLE_LT_70
2000,895116,52258,2003,2,219.785,4.0,0,52.719,108.389,0,0,
3968,910478,910479,3969,2,196.281,4.0,0,0.0,93.531,0,0,
2290,924709,325439,2283,2,1393.514,4.0,0,0.0,103.144,0,0,
5322,926129,403511,5323,2,908.096,4.0,0,20.934,65.185,0,0,ANGLE_LT_70
3070,935386,491895,3071,2,5950.777,4.0,0,0.0,33.152,0,0,ANGLE_LT_70
3180,946539,1692659,3181,2,177.795,5.0,0,2.557,93.324,0,0,
1381,953638,953639,1382,2,91.087,4.0,0,8.934,78.222,0,0,
879,968204,1613389,882,2,140.377,4.0,0,0.0,76.814,0,0,
853,970518,540514,852,2,188.974,4.0,0,0.0,180.0,0,0,
756,977731,556998,758,2,264.932,4.0,0,0.0,175.167,0,0,
514,984009,984008,515,2,97.293,4.0,0,2.432,45.379,0,0,ANGLE_LT_70
505,985040,985042,507,2,250.284,4.0,0,6.956,130.96,0,0,
154,996729,1666369,384,2,181.917,4.0,0,0.0,116.804,0,0,
803,999725,999722,802,2,550.623,4.0,0,0.0,111.404,0,0,
655,1002870,1002878,656,2,288.634,4.0,0,19.438,68.9,0,0,ANGLE_LT_70
591,1005338,633878,625,2,90.953,4.0,0,0.0,55.572,0,0,ANGLE_LT_70
477,1006545,87185,479,2,263.583,4.0,0,5.335,143.862,0,0,
484,1006932,83364,487,2,94.567,4.0,0,11.318,110.454,0,0,
1753,1007965,113965,1754,2,104.977,4.0,0,0.0,168.411,0,0,
5462,1008139,254614,5465,2,143.032,4.0,0,27.859,53.006,0,0,ANGLE_LT_70
99,1009415,1341566,100,2,75.82,3.0,0,0.0,141.511,0,0,
5679,1012076,1562107,5680,2,124.821,4.0,0,29.908,113.458,0,0,
951,1014905,1028213,952,2,71.824,4.0,0,3233.865,131.958,0,1,OUTSIDE_TAZ_GT_200
5476,1079980,1008177,5481,2,129.375,4.0,0,0.0,16.468,0,0,ANGLE_LT_70
442,1126225,76698,443,2,214.659,4.0,0,0.0,21.066,0,0,ANGLE_LT_70
539,1128170,1697038,661,2,56.007,4.0,0,0.0,83.78,0,0,
330,1165496,1165499,332,3,103.163,4.0,0,0.0,180.0,0,0,
951,1165496,993239,332,3,146.788,4.0,0,3004.128,133.665,0,1,OUTSIDE_TAZ_GT_200
146,1221407,1221406,298,2,98.236,4.0,0,0.0,55.851,0,0,ANGLE_LT_70
1653,1223657,110286,1695,2,37.915,3.0,0,20.052,106.434,0,0,
356,1224940,67493,357,2,83.681,4.0,0,3.561,180.0,0,0,
177,1230742,1231835,178,2,113.449,3.0,0,0.0,94.735,0,0,
183,1277330,78989,172,2,84.262,3.0,0,0.923,109.418,0,0,
203,1323913,1323912,287,2,82.092,3.0,0,0.0,50.265,0,0,ANGLE_LT_70
1578,1341799,1383257,1568,2,105.511,4.0,0,0.0,94.77,0,0,
2249,1344553,883588,2248,2,224.462,4.0,0,0.0,180.0,0,0,
75,1355879,543060,110,2,398.665,3.0,0,3422.157,180.0,0,1,OUTSIDE_TAZ_GT_200
5579,1365648,267091,5580,2,318.213,5.0,0,4.682,111.033,0,0,
2822,1366419,155158,2862,2,194.927,3.0,0,0.0,180.0,0,0,
747,1382695,978329,751,2,123.855,4.0,0,0.0,94.887,0,0,
704,1422577,842565,708,2,66.31,4.0,0,0.0,26.824,0,0,ANGLE_LT_70
678,1545657,1545547,677,2,97.67,4.0,0,0.0,89.721,0,0,
885,1565059,965590,886,2,52.229,4.0,0,0.0,87.057,0,0,
6149,2033503,2033601,6153,2,10871.05,,1,0.0,99.344,0,0,
6150,2033831,2033674,6147,3,23986.422,,1,1155.414,48.863,0,1,ANGLE_LT_70; OUTSIDE_TAZ_GT_200
6146,2033831,2033845,6147,3,24377.386,,1,21359.083,87.313,0,1,OUTSIDE_TAZ_GT_200
6162,2033944,2033711,6148,2,52649.458,,1,54190.396,145.833,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
6160,2034186,2034247,6158,2,7870.247,,1,15.655,71.12,0,0,
6196,2035108,2035064,6197,2,7806.563,,1,0.0,53.012,0,0,ANGLE_LT_70
6006,2035157,2035163,6007,2,7140.226,,1,4446.801,180.0,0,1,OUTSIDE_TAZ_GT_200
6010,2035208,2035204,6011,2,835.659,,1,0.0,180.0,0,0,
6196,2035230,33117,6198,2,306.668,3.0,0,4334.808,95.451,0,1,OUTSIDE_TAZ_GT_200
6004,2035235,2035243,6005,2,11499.213,,1,2790.012,180.0,0,1,OUTSIDE_TAZ_GT_200
6218,2035299,2035355,6228,2,12041.178,,1,17457.815,145.996,0,1,OUTSIDE_TAZ_GT_200
5971,2035326,2035274,5970,2,42528.703,,1,22481.424,180.0,0,1,OUTSIDE_TAZ_GT_200
5992,2035367,2035368,5993,2,3847.32,,1,3592.462,180.0,0,1,OUTSIDE_TAZ_GT_200
6026,2035375,2051079,6025,2,12676.663,,1,102.338,180.0,0,0,
5991,2035376,2035373,5994,2,3157.913,,1,36.084,180.0,0,0,
5969,2035407,413995,5964,3,27256.321,4.0,0,23411.698,180.0,0,1,OUTSIDE_TAZ_GT_200
5963,2035407,2035459,5964,3,28461.205,,1,18239.687,180.0,0,1,OUTSIDE_TAZ_GT_200
5955,2035416,2051064,5967,3,8032.32,,1,23327.436,180.0,0,1,OUTSIDE_TAZ_GT_200
5966,2035416,2035466,5967,3,17097.707,,1,9209.786,180.0,0,1,OUTSIDE_TAZ_GT_200
5946,2035471,2035463,5953,2,4833.119,,1,4268.061,180.0,0,1,OUTSIDE_TAZ_GT_200
5949,2035476,2035484,5950,2,2517.777,,1,0.0,180.0,0,0,
5947,2035487,2035500,5948,2,3481.758,,1,2376.87,180.0,0,1,OUTSIDE_TAZ_GT_200
6253,2035532,2035498,6254,2,15508.721,,1,0.0,90.412,0,0,
6253,2035612,2035671,6254,2,31567.207,,1,26826.565,112.545,0,1,OUTSIDE_TAZ_GT_200
6256,2035789,2035793,6255,2,10150.457,,1,0.0,41.639,0,0,ANGLE_LT_70
6044,2038249,2038224,6043,2,6846.749,,1,9205.594,0.095,0,1,ANGLE_LT_70; OUTSIDE_TAZ_GT_200
6298,2038473,2038440,6299,2,7632.121,,1,0.0,95.976,0,0,
5909,2040133,2040153,5908,2,11514.728,,1,14.266,180.0,0,0,
5913,2040224,2040208,5914,2,1975.21,,1,5041.902,180.0,0,1,OUTSIDE_TAZ_GT_200
5918,2040494,2040596,5919,3,16793.934,,1,23782.664,180.0,0,1,OUTSIDE_TAZ_GT_200
5924,2040494,2040605,5919,3,17704.881,,1,14309.107,180.0,0,1,OUTSIDE_TAZ_GT_200
5932,2040685,2040664,5933,2,3527.595,,1,143.136,180.0,0,0,
5926,2040690,2040678,5927,2,1497.77,,1,0.0,180.0,0,0,
6093,2042728,2042688,6094,2,32142.805,,1,29333.966,39.607,1,1,GSTDM_CROSSING; ANGLE_LT_70; OUTSIDE_TAZ_GT_200
6345,2051052,2041136,6325,2,3769.982,,1,0.0,154.241,0,0,
6022,2051078,2035303,6025,2,13470.757,,1,9031.143,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
6027,2051080,2035447,6028,2,12242.317,,1,3957.147,180.0,0,1,OUTSIDE_TAZ_GT_200
5979,2051083,2005137,6016,2,5692.893,3.0,1,14.638,180.0,0,0,
6030,2051085,1008074,6032,3,17278.923,4.0,0,5430.309,180.0,0,1,OUTSIDE_TAZ_GT_200
6031,2051085,735591,6032,3,17500.264,4.0,0,670.823,180.0,0,1,OUTSIDE_TAZ_GT_200
5922,2051123,2040603,5923,2,10708.43,,1,7354.885,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
5929,2051124,2040777,5925,2,11484.215,,1,57.285,180.0,0,0,
5911,2051125,2040054,5912,2,7931.875,,1,3559.449,180.0,0,1,OUTSIDE_TAZ_GT_200
5916,2051127,2040253,5920,3,20237.81,,1,8395.226,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
5917,2051127,2040180,5920,3,26954.411,,1,31006.263,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
5940,2051130,2012333,5942,3,40515.728,3.0,1,37641.965,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
5941,2051130,158028,5942,3,40741.453,3.0,0,32037.283,180.0,1,1,GSTDM_CROSSING; OUTSIDE_TAZ_GT_200
